Post,Reacts_Count,Most_Reacts,Image,Group
"غير ميجي صيف الا منخلاها بجو و محواس
أنا في صيف 
Follow us on instagram :
https://instagram.com/tunisian_artists_27...",922,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"حسبنا الله فى من أذانا…ومن ظلمنا…ومن ذكرنا بالسوء …حسبنا الله وحده وكفى…
د.محمد سالم عبد الكافي",774,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"Fact:
مكرهت حد...
أما وليت نعرف شكون نعاشر...",899,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"سخانة ربى ويعلم بيك كان الخالق ولخر يقلك بالله شبيك ما كلمتنيش شبيك هازز خشمك عليا شبيك مطفينى وشبيك…ولذا سخانة ربى وانت تمرج فيا ياسر عليا…
وفات لهنا ",374,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"أنا فالميساجات حاجة و ف appel 
حاجة ثانية و فالواقع حاجة ثالثة",594,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
من اي مكاان تتشوشط يا مواطن .. !!!؟,389,Haha ,https://www.facebook.com/photo/?fbid=807951684228946&set=a.574614667562650&__cft__[0]=AZV1Up-92MjUl-pHugL6hr2fOGUubHP9c_2hNShJQjNdXqXuyBf2KpStP0UnNw1JyAe_4Q22adynK6Y7hIV-on7BNl_7-RyBxdH8mp2IkMWrSoewPi1w1LHWJ4N51dGg52vnKQymFOm3VocpKRJ438yGX7nAiqykm6MIWewnCj40M0s-KBJKzrI6HvZ-RW3DtCQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
لا اعرف من سيقرأ تعليقي لكن اسأل الله ان يرزقك الجنة وحسن الخاتمة والبركة في العمر وصحة في البدن من قرأها يضع قلب ويتابعنا جزاكم الله خيرا,513,J’aime ,https://www.facebook.com/photo/?fbid=807869800903801&set=a.574614667562650&__cft__[0]=AZVHHkZunEBAse0vJThUNA64bNBNQcevGQLwNnJFvoE9aU6BSiASy5giQXV0EXxNu0Ch7O4dsyQwo-tbKYxLCpeRhVgeJbVeCDOjfSWzsxuC5NU05eLZ-m2oBo-5fFX9zV9_P8IbZj4KNTOE0KYCix4seA1pjHGVSoqk61Qa0eBM-g2_QBnZGmmpL2CiKtQgYeU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
اذا لقيت ناس لهيا بيك وتفد منك افهم اللى انت وصلت مرحلة هوما بذاتهم ما وصلوهاش وانو الغيرة اللى فيهم هاذى لازمها كان تقويك باش تكمل طريقك وتنجح اكثر…ربي سبحانو يزيدك وينقصلهم بحسدهم وحقدهم مالا ما تتلفتش للفئة هاذى …وماعندهم وين يوصلو اكثر ما ينجمو يعملوه كان يتكلمو فى ظهرك واللى فى اصل حاجة باهية عاللخر …حسانات متعبتش عليهم بغبائهم ربى كتبهملك منغير ما تتعب عليهم …وفات لهنا ,522,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يارب اجعل لنا نصيبنا مع من نحب ,"1,2 K",J’adore ,https://www.facebook.com/photo/?fbid=807837050907076&set=a.574614667562650&__cft__[0]=AZVpu2rT6ygp7O042j6dM3Ut2Usv91oCTamnIDkY1nnsSzZc299YIKhA6YsIsq33rYddyHvbKypHan1qoVaK6Sz06N-WQtkRmOT-4L7V7rsWnIalJ2huDrhYbKYxzZhAxoaP9nGZN87vO-5EWnr7o27JiLq8fvZsaEKxoqBU3k94Ap9p8MLFJgo7-P3opvNpzPk&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
مستعد نحط خماصطاااشنلف ونفطر هنا ما فما حتى مشكل المهم راحة البال و ينعن بو الفلوس,505,Haha ,https://www.facebook.com/photo/?fbid=807818044242310&set=a.574614667562650&__cft__[0]=AZWXfZBMgm2lnwKbSVlA95THQGhBziIaUUiIwtV8uXrun4JurrJSFmkBm0xMtDUOMuDKj_8ttkU4tmJ0E2tDcm25ZiScaoXqw4aJnWzMgQtC657j0kMCwdZFuU5vl-VmRHD0aAecrnuyG_U7Q7Q1_Goeo0BFr3TZ8lOYow_aYOObGFYioJgej6n3L1rtFnWUWUI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
Nes Ghriba ,541,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"أنا نتفرج في ستوريات العباد كيفاش شايخة في الصيف ..
Follow us on instagram :
https://instagram.com/tunisian_artists_27...","1,5 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
""" أتقوا شر المُتَمسك .. إذا تخلي ""..",313,J’aime ,https://www.facebook.com/photo/?fbid=807528254271289&set=a.574614667562650&__cft__[0]=AZWM2GKjXWsUEjXC_XZHcpUQvi56xY0JO46vVB_WVDQjLGcJNr2r6ZRowzprWUxkZymVZTGLwYGZ5w7MEIUgK1ghkwrbZlzzwlgZc13eLn_0g_8iTx9bFKORTmq5g_1otE0vwDMRu0UOSGkqqgBYbjLmERQFY36JIWCOKGoTlEfIPK8yAhykxhuHZ_7R0GrSFBc&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
شاطئ خاص بles célibataires ,"1,2 K",Haha ,https://www.facebook.com/photo/?fbid=807473130943468&set=a.574614667562650&__cft__[0]=AZVEYVswZR_CbujeXINMn-F_FFhvrqHUqu_kE3vn1UI1fkfloHM-bDcxnrLvYtVA8UU_0qY9y7ppXJkFdg0E3UcFDkSsRtkrUA1EZQK1ufDD-rYmCYD8tYu0LeDkrdwBIHL5SZUhbNAbrtcwn5aTtJHL_QX4P_vZ_t0ViGP331mVMgHWp2MdrIvvIBuaNC2cOSA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ههههههههههه بالضبط,"1,2 K",Haha ,https://www.facebook.com/photo/?fbid=807222744301840&set=a.574614667562650&__cft__[0]=AZXNcbuPnZ_DeXWj0sVQHLapTjYyMWY2hCQp3DvZlAhWEI_7BYcfY8wLvN_IVFpay1_IRyeqMMGiDU4u8kODOjcbG_6jOzBxQrYKuCX6n2Yv4RdUhZbWlFz57t3QswLPj3v3gLiRBmb1wfdlrblv2JGB7q7aB8tLMPRmn3X--mflMLDhRkv_vpqPCaMfJ3R77qE&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الله المستعان,"3,7 K",Haha ,https://www.facebook.com/photo/?fbid=807000067657441&set=a.574614667562650&__cft__[0]=AZVfgFSC-Xm7_8YtHlYVh3ZIkqJe2OV8lC1JvUMyfBrxHfB3nVZPu0PSRRTNg_Xw0pfB75EcBCm5s2J4rK5pDa84f87MvVHVgpHKd3OrWmJp5WAY5OBBUNpq3tR3b6v0NdKGJuya9hZmxdfktUPAJXcyJRuCIvB4IBY78BpGfWIfdceZCsbV98FkxHg7fsQLUcA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يعطيك ما تتمنى…,338,J’adore ,https://www.facebook.com/photo/?fbid=806966364327478&set=a.574614667562650&__cft__[0]=AZUCJORoJ9GzppEWePM7udMP9W5Dx5zNRR5STJeVQ1zdqp3WhEG2G9OsT4YQhlPYYgeEKtzJZysj6IcyHlvdWvOY1U6VhLRBxI1dRRD2uFTL0Z3vHEKLk_a8zF_KNNtODNbk_zvYdDdYAScQsQ0y006Ax-r5Bx4XCQF19Lh-4NYchalJaZrAhm69M_RMAp3VkpQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
اللهم فى ليلة الجمعة:أسال الله ان يفرج عنى وعنكم…,395,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
وقت تستحقنى كلمنى…,465,Haha ,https://www.facebook.com/photo/?fbid=806957260995055&set=a.574614667562650&__cft__[0]=AZUaJebrmUN3StC77bahzgRcO6rd77OBFOHxxjmFHdGmuo5vkZwi-9IHfif4leRm-iTJND7TKlWbmf4JMrFtDkA4SInFhW6dhWbYdqq7tQSbxFRI69iUpIl03F--_7hoK23vOPVAfI8F0jA5CJLMLkPy38GVj0pkjSr7iHi5Z8N7lbxnGIZpa0Pc9caiZB3vzwQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"الحب باهى مع الانسان اللى يستحق…وفات لهنا 
Med Salem Abdelkafi",866,J’adore ,https://www.facebook.com/photo/?fbid=806945814329533&set=a.574614667562650&__cft__[0]=AZWLwt0KiiN477LeG0iynjb82JIKA2RPc5uNGoJiw5lhOCmTgv22K-Fq03DxlsebO1UwT3Xlw6K1RwFiWVMfDTNx2jRJnBe9mVRtDlm6Qvgqn5OEEfRhIFnWK8h3exUq1izHSBQfySFNZljjQQG-EYGVsMVnH6pGryRIulIC9p5ImIuBPTNjmW14IvglRobOmEE&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"عديناها بضحكة شكون قلك ما بكيناش توجعني وقلنا ميسالش …أما الحمد لله على نعمة النسيان وربي سبحان يعرف وادري بينا من كل شيء والخيرة فى ما يختاره الله…وفات لهنا 
د.محمد سالم عبد الكافي",546,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ولات كيما السطوري 24 ساعة و توفا,988,Haha ,https://www.facebook.com/photo/?fbid=806895341001247&set=a.574614667562650&__cft__[0]=AZVYW8lSoqdqa-IyZJ2uF2_UhgTChRauNjnDxpz3SWiM6SvBFiNL_1u29bs5vodHr6ttx1pHhNZVuLfTu6ETMJmJLjzOjjOIPIJNvtyXqFkia4Pjis_p5hg3UNhzl8-UT8giFL6WGrAtpSl1ZLR9G47QyzOmbq2Pn6ZJ41nxiFHEsk47k35tVqQ9BcPrsGgKYjI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
انا من النوع الي نكون نحكي معاك فجأة تلقاني رقدت...,553,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ساعات تجيك إنسانة تخليك تسيب الدنيا الكل وتقعد تخمم في حل لبهامتها…,991,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"هاو علاش لازمك تختار شريك حياتك بالصحيح
ربي يحفظهم و ربي يبقي عليهم الستر
Med Salem Abdelkafi","2,4 K",J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
وقت تعمل على GPS متع تونس …,729,Haha ,https://www.facebook.com/photo/?fbid=806153347742113&set=a.574614667562650&__cft__[0]=AZWe7bB6f-tA8p-7pE_bfn9jSYJAk6HNeZafpEd3HoShzQp0bdV4hNukdJR73R_CkvE8SWVpgMCZNXZafnTDpe-2WyVU3Aok-3nU2nB7uRoFYFHDBPaew5NxaVgmhnqdxV5kPEWPoTBUiXu436JcrktFuIGZ9mMozhIEQSALnOfj7ae8ZwjlT7ZWPPFXrUe4X-o&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"فما التوحد
وفما لي ديما عامل hors ligne في الفايسبوك","1,1 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
أنا و نموس كل ليلة,"1,8 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كل الاحترام والتقدير والله,404,Haha ,https://www.facebook.com/photo/?fbid=805804031110378&set=a.574614667562650&__cft__[0]=AZVJSTiyz-WcQa8zKJH-AtKtoMnYm2zMuoAncv1m5XZIqhuL-x_YSvtKviP_uxM7QKvKerm9UMP4hLYaJZ1Rbb8yR6YYnmO3P_tTKh2xrGoY3JzFXzv2KGDLVqwpjt6J_meYZArojOuZnZMyykj6bPBizar1OC7IJwdjfDp8SD2jPfnRwRV-RjUJPJL1oO-BDkE&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي تبدى تحل في الهدرة مع ال crush و هيا تحكي كلمة و قص :,698,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"يشهدربي ناوية الخير واللمة
ربي يرزقني ويتمملي اللي فبالي",249,Haha ,https://www.facebook.com/photo/?fbid=805794284444686&set=a.574614667562650&__cft__[0]=AZV_m6ietdzc9DYzaH-ln4fpaSVmOrZlzNlGZfl2P2sdNojhtKrmr9mHkDxk9JckjhAzkrGnH7Ud8VsN9so-Jj6436rbaF0ubn22FRbCrOZbepIPZjdTM2nbT038dMoJfmMfoLNaQlJeTXoBQ6l8M0gkWgZBdhURLLWmDUhKxYrWiy8zl5BCl3NwvRUzi7TrGLQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
موش ثقيل عليا هذاكا خويا…,1 K,J’adore ,https://www.facebook.com/photo/?fbid=805769937780454&set=a.574614667562650&__cft__[0]=AZWeu7HXNUWaJ0zEhXZP5BI0Y6T1n1xwVjLRVTdNq2QTEK9XbWgqEqb90brr8hgg-ZD3R8jRLBP2HW8JsSF_dpUQzzXPJLk3gm3eLzzy8x3GnyPgWkmF7DeSwnYSsrtMBttCrIv94W9vbvpCy5cDR5U9sbAh8TP_MlzfZADeMMgucanojh2ssWVr_USnmkCG0IM&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"اخيب فترة فى حياتك وقت تدخل فى علاقة وانت ماكش فاهم صحيح من الغالط لا ساسك من راسك وتعيش فى حاجة ياسر غامضة هونى باش تتعب وتعب الناس اللى معاك …موش كل شىء نخممو بالقلب عليه ساعات لازمنا نحكمو على قرارات بالقلب باش منتأذاواش ونوصلو نخلصو فاتورة غالية علينا… القلب وحدو ما يكفيش والعاطفة فى الارجح تهزك كان لتهلكة …مالا خمم مليح قبل اى قرار وخاصة نعيشو فى مجتمع ما يرحمكش وقت تغلط يزيد يعفس عليك…
وفات لهنا ",517,J’aime ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
صاحبي: نضحك معاك شبيك تغششت؟,621,Haha ,https://www.facebook.com/photo/?fbid=805711744452940&set=a.574614667562650&__cft__[0]=AZVaLGZ8Z-oZeSEZdCpXdGju75lgBwKiTvDGFPxQIo2TOQNDAsgXTCx6PAeA3ls11WLiHiF8EpiUpqg4ufBX5EZOqLsbtbJ0WwwrI_t55hS46bl1wXl5uOC4zsctdj0paKmLqtSzeoQPKW5jHck7PKSjLjSxpmC1HYmufTs7QLMWpfs0qcr4-Vth-55aFzA5oRg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"تحس ؟ تتقلق ؟ تغيضك روحك ؟ تي لا إنت هولتها !  إنت تتحسس بزايد و أكهو ! تي يزينا بلاهي آش صار هو....
شفتهم العينة هذي من الكلمات أي نعم تتقال و ببساطة جدا .. قداش الكلمات هذي فاها إهانة و تحقير لمشاعر ناس و فعليا لا مبالاة كيف عبد خصوصا يوصيك بكل أدب و إحترام بش تتجنب حاجات تقلقو و تخليه في وضعية مش باهية ..شكون ما يغلطش في الدنيا هاذي لكلنا بشر و خطائين و عادي نصلحو من أغلاطنا أما ما تصلحش الغلطة بغلطة أخرى كيف مجرد الإعتذار يسببلك ""تطيح كرامة"" و ""مستواك العالي ما يسمحلكش"" و… En voir plus",307,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وقت تلقى اللى شاريك وبايع الناس على جالك ويتحدى فى العالم والظروف على خاطرك …راهو وقت يلقى روحو اللى يعطيه اكثر من اللى ياخو فيه راهو يجى نهار وصبرو يوفى …عايشين مع ناس صعيب تفرق ما بين صادق والانسان اللى يتبهلل عليك وبالأحرى التعبير يتبلعط عليك صحيح صوابع يديك مرش مستوية اما زادة قلة نادرة ولات باهية لمشوم اكثر من الناس اللى تخاف ربى فينا…
وفات لهنا ",449,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كي تبدى رايضة قاعدة على روحك تدخل أمك تكبلك سعدك و انت ماك عاملة شي 
أنت:",547,Haha ,https://www.facebook.com/photo/?fbid=805522721138509&set=a.574614667562650&__cft__[0]=AZWVeR4asWOHJDfsSBZfOE5F-9n-aImuOehU9ZuOeuKyeVtJfuDglzfB8UeB-BwzjWb2mAWbKr488Frda4CToDMIHrkH2McIYa1ESOW8fr3EzbrKRj_rcI51EvVOuF3IEU1F_oBtsQHgg-IjZ0KnJRtJX77hP5vHUF8h8VowOq5vAQ1r8VSjlUfP2AqCdFHs2NI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"اللهم فرج امورا ضاقت بها صدورنا وعجزت بها حيلتنا وقل بها صبرنا... اللهم اسعد قلوبنا بما انت اعلم به منا اللهم اجعل مانريده في حياتِنا قريبا لناظرنا سعيدا لخواطرنا يا رب... اللهم أفتح بيننا وبين رزقنا و نصيبنا و سعادتنا وتوفيقنا فتحا مبينا و أنت خير الفاتحين...
د.محمد سالم عبد الكافي",348,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"تعدى نهارك كامل وانت تاعب ويعلم بيك كان ربي…وقت تكون مع الانسان المناسب واللى قلبك يعز عليه بصدق تنسى تعبك وهمومك مهما تكون تراكمات اللى عندك الكل …مالا كيف نوجدو ناس تحبنا وتقبل مشاغلنا وجواجم متاعنا لازمنا نستحفظو عليهم …
وفات لهنا ",579,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
اللهم إنا نعوذ بك من الخداع والمخادعين ومن النفاق والمنافقين وناكري المعروف  ,"1,3 K",J’adore ,https://www.facebook.com/photo/?fbid=805180677839380&set=a.574614667562650&__cft__[0]=AZUPyOdWdZBSiCbfWjAipoQmGZRMiYH9ktZPWVBg1C7FKfHSso1Hw1_ETpskoqSpmueKYs2cpNxSSR_airc-udHyP5ehyi7NahJAxYINcWUMpLHKYgfu4KsE7J3YBcDK69203Cytoc7qhGbb_fzx45_6NTezZPTRZ0KJZdywL5tKOEKyu9jnf4Uq0K8EFYP5rH8&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"-علاش بطلتي الخطبة؟                
_كذب عليا قالي عندي كرهبة تسوي 150 مليون وجاني للدار بكميون","1,2 K",Haha ,https://www.facebook.com/photo/?fbid=805163707841077&set=a.574614667562650&__cft__[0]=AZX2v6erSnnCcms4J8vu9m-9UMxuDtvy36AYKB2lPYLb9PsKX4o2aUHlcwkGq1wwo4vKSeAWv_-U1fCThW8GOM21MoAecb5ehZb8BIaLVgLIlKBiPvqy9KwT3L60nn3PVeoSakRD8nOaRYa-_cqqZwebJUVjVJThg24kDO7BgbwhlHCe-Ctb0AHfQjvNmZWthhE&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الكلنا نحبو الخير ونحبو ناخذو الحاجة الباهية فى كل شىء اما رد بالك توصل بيك انك تحسد غيرك على حاجة انت مهياش عندك على خاطر كلها بحكمة ربى …الله سبحانو وتعالى عالم السر والخفايا يعرف اللى انت الحاجة هاكى كان جات عندك راك طغيت بيها وتكفر بنعمة الله كان لزم وإلا الحاجة هاكى تهزك لتهلكى ولذا قدرة ربى لا يعلمها كان صاحب الغيب…مالا ثق بالله ويزيك من هاكا شعندو وهذاكا منين جاب لفلوس افرح لغيرك ربى تو يجزيك الله الرزاق بامره قادر يبدلك الأحوال من حال الى أحسن حال فى رمشة عين …مالا تو… En voir plus,560,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وقت تعطى انسان قيمة وتبدى تخاف عليه وتظهرلو اللى هو الكل فى حياتك كون متاكد موش باش يشوف بيه وباش يستغل الطيبة هاذى …بعد مدة تفهم اللى الانسان لازمو ياخو قد فعلو واسلوبو ومعاملتو باش تنجم تعرف كيفاش تتصرف معاه…ولذا القيمة والقدر المفرطة فى زمان هاذا تذل مولاها
وفات لهنا 
د.محمد سالم عبد الكافي",919,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
مخيبو كالإنسان لي يقلك هي نتقابلو ونتي تبدا تلوج فالأعذار وهو يلقالك فالحلول …,1 K,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
حرقوه قبل مانتصور فيه أنا وحب قلبي,"5,8 K",Haha ,https://www.facebook.com/photo/?fbid=804646997892748&set=a.574614667562650&__cft__[0]=AZUWi1lhd0gVwNepCXDqnOpPk1q083_mPtXrOtRkqn-EgLkVwFQd-0W2RofNQW_GyiPyxiGo6hOQuxg6RDwD83v9qXZwFVEu0PiwsKHwoF7A0ytlvbjpPJ2uau9NDhDiZybYyDeUfiShQnev6n5VFq1T7gt-KO7twdUEorPoV3GBWlT_X7Q4OQNDfmRKx1PfZSI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الواحد محتاج شكون ما يندمش بمعرفتو…,324,J’adore ,https://www.facebook.com/photo/?fbid=804619704562144&set=a.574614667562650&__cft__[0]=AZVh4NLjuAOC_z__C7ASrDEHX13Ovwj8g1cbaRvVdqScbRW-CE7QQZMJUhoSwDSxxdK1jV3p_WhGE8Uaaz_dw_qEUmKb7lrnJxhBh_L_pGfPL-TsWFIuyrFpNetFEeR1s5AUOF-t3RXnvM6rwYsrv6Cwtbd7UL8YL4wWkCplf4FvBmZ2Sv9NGUeA8eHEAqCPEHc&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
